time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-01-01T00:00:26.0000000Z,2020-01-01T00:00:27.0000000Z,2020-01-01T00:00:26.5490000Z,2020-01-01T00:00:26.5490000Z,7165.1,7165.1,7165.1,7165.1,1.00E-05,1
2020-01-01T00:00:30.0000000Z,2020-01-01T00:00:31.0000000Z,2020-01-01T00:00:30.0124820Z,2020-01-01T00:00:30.9739440Z,7165.72,7165.72,7160,7163,7.82497886,12
2020-01-01T00:00:31.0000000Z,2020-01-01T00:00:32.0000000Z,2020-01-01T00:00:31.1650000Z,2020-01-01T00:00:31.6750370Z,7160,7162.99,7160,7162.99,3.65711866,6
2020-01-01T00:00:32.0000000Z,2020-01-01T00:00:33.0000000Z,2020-01-01T00:00:32.4190000Z,2020-01-01T00:00:32.4190000Z,7163.3,7163.3,7163.3,7163.3,1.00E-05,1
2020-01-01T00:00:33.0000000Z,2020-01-01T00:00:34.0000000Z,2020-01-01T00:00:33.5480480Z,2020-01-01T00:00:33.5480480Z,7159.64,7159.64,7159.64,7159.64,0.002848,1
2020-01-01T00:00:35.0000000Z,2020-01-01T00:00:36.0000000Z,2020-01-01T00:00:35.5861800Z,2020-01-01T00:00:35.8528130Z,7159.63,7159.63,7159.55,7159.55,0.761,3
2020-01-01T00:00:46.0000000Z,2020-01-01T00:00:47.0000000Z,2020-01-01T00:00:46.0226330Z,2020-01-01T00:00:46.0226330Z,7158.01,7158.01,7158.01,7158.01,0.0027365,1
2020-01-01T00:00:47.0000000Z,2020-01-01T00:00:48.0000000Z,2020-01-01T00:00:47.4433140Z,2020-01-01T00:00:47.4433140Z,7158.01,7158.01,7158,7158,0.19664263,2
2020-01-01T00:00:48.0000000Z,2020-01-01T00:00:49.0000000Z,2020-01-01T00:00:48.7085150Z,2020-01-01T00:00:48.7085150Z,7158,7158,7158,7158,0.00128184,1
2020-01-01T00:00:50.0000000Z,2020-01-01T00:00:51.0000000Z,2020-01-01T00:00:50.2224230Z,2020-01-01T00:00:50.2224230Z,7158.01,7158.01,7158.01,7158.01,0.001878,1
2020-01-01T00:00:51.0000000Z,2020-01-01T00:00:52.0000000Z,2020-01-01T00:00:51.4326540Z,2020-01-01T00:00:51.4326540Z,7158.01,7158.01,7158.01,7158.01,0.01336704,1
2020-01-01T00:00:54.0000000Z,2020-01-01T00:00:55.0000000Z,2020-01-01T00:00:54.4898820Z,2020-01-01T00:00:54.4898820Z,7158.01,7158.01,7158.01,7158.01,0.00736885,1
2020-01-01T00:00:55.0000000Z,2020-01-01T00:00:56.0000000Z,2020-01-01T00:00:55.4510000Z,2020-01-01T00:00:55.5890000Z,7159.64,7159.64,7159.64,7159.64,0.14118116,2
2020-01-01T00:00:57.0000000Z,2020-01-01T00:00:58.0000000Z,2020-01-01T00:00:57.8662440Z,2020-01-01T00:00:57.8662440Z,7158.01,7158.01,7158.01,7158.01,0.02673552,1
2020-01-01T00:00:58.0000000Z,2020-01-01T00:00:59.0000000Z,2020-01-01T00:00:58.1330020Z,2020-01-01T00:00:58.1330020Z,7158.01,7158.01,7158.01,7158.01,0.016,1
2020-01-01T00:00:59.0000000Z,2020-01-01T00:01:00.0000000Z,2020-01-01T00:00:59.4787110Z,2020-01-01T00:00:59.4787110Z,7158.01,7158.01,7158.01,7158.01,0.00722984,1
2020-01-01T00:01:00.0000000Z,2020-01-01T00:01:01.0000000Z,2020-01-01T00:01:00.2830000Z,2020-01-01T00:01:00.4467170Z,7161.51,7161.51,7158.01,7158.01,0.10245806,2
2020-01-01T00:01:02.0000000Z,2020-01-01T00:01:03.0000000Z,2020-01-01T00:01:02.0357740Z,2020-01-01T00:01:02.0357740Z,7158.01,7158.01,7158.01,7158.01,0.03424199,1
2020-01-01T00:01:05.0000000Z,2020-01-01T00:01:06.0000000Z,2020-01-01T00:01:05.5370000Z,2020-01-01T00:01:05.6480000Z,7155.39,7155.39,7155.09,7155.09,0.01663872,2
2020-01-01T00:01:06.0000000Z,2020-01-01T00:01:07.0000000Z,2020-01-01T00:01:06.8568220Z,2020-01-01T00:01:06.8568220Z,7158.01,7158.01,7158.01,7158.01,0.00389363,1
2020-01-01T00:01:08.0000000Z,2020-01-01T00:01:09.0000000Z,2020-01-01T00:01:08.5170000Z,2020-01-01T00:01:08.5170000Z,7163.4,7163.4,7163.4,7163.4,0.00292661,1
2020-01-01T00:01:09.0000000Z,2020-01-01T00:01:10.0000000Z,2020-01-01T00:01:09.7064500Z,2020-01-01T00:01:09.7064500Z,7158.01,7158.01,7158.01,7158.01,2.92354388,6
2020-01-01T00:01:10.0000000Z,2020-01-01T00:01:11.0000000Z,2020-01-01T00:01:10.8210000Z,2020-01-01T00:01:10.8210000Z,7160.43,7160.43,7160.43,7160.43,0.07253979,1
2020-01-01T00:01:11.0000000Z,2020-01-01T00:01:12.0000000Z,2020-01-01T00:01:11.1400000Z,2020-01-01T00:01:11.3770000Z,7160.43,7160.43,7159.3,7160.43,0.33134806,4
2020-01-01T00:01:12.0000000Z,2020-01-01T00:01:13.0000000Z,2020-01-01T00:01:12.6560000Z,2020-01-01T00:01:12.6560000Z,7160.43,7160.43,7160.43,7160.43,0.01138533,1
2020-01-01T00:01:13.0000000Z,2020-01-01T00:01:14.0000000Z,2020-01-01T00:01:13.3915740Z,2020-01-01T00:01:13.3915740Z,7159.3,7159.3,7159.3,7159.3,0.0134852,1
2020-01-01T00:01:14.0000000Z,2020-01-01T00:01:15.0000000Z,2020-01-01T00:01:14.3400000Z,2020-01-01T00:01:14.4708970Z,7160.43,7160.43,7159.29,7159.29,0.01947072,2
2020-01-01T00:01:15.0000000Z,2020-01-01T00:01:16.0000000Z,2020-01-01T00:01:15.9999860Z,2020-01-01T00:01:15.9999860Z,7160.18,7160.18,7160.18,7160.18,0.0066726,1
2020-01-01T00:01:17.0000000Z,2020-01-01T00:01:18.0000000Z,2020-01-01T00:01:17.1943930Z,2020-01-01T00:01:17.1943930Z,7160.18,7160.18,7160.18,7160.18,0.01336466,1
2020-01-01T00:01:20.0000000Z,2020-01-01T00:01:21.0000000Z,2020-01-01T00:01:20.3420000Z,2020-01-01T00:01:20.7727660Z,7160.58,7160.58,7160.18,7160.18,0.25772719,3
2020-01-01T00:01:22.0000000Z,2020-01-01T00:01:23.0000000Z,2020-01-01T00:01:22.0520000Z,2020-01-01T00:01:22.8383500Z,7161.51,7161.51,7158,7158,4.6556255,5
2020-01-01T00:01:23.0000000Z,2020-01-01T00:01:24.0000000Z,2020-01-01T00:01:23.4210000Z,2020-01-01T00:01:23.4210000Z,7160.43,7160.43,7160.43,7160.43,0.1,1
2020-01-01T00:01:24.0000000Z,2020-01-01T00:01:25.0000000Z,2020-01-01T00:01:24.4526980Z,2020-01-01T00:01:24.4526980Z,7159.92,7159.92,7159.92,7159.92,0.00125209,1
2020-01-01T00:01:25.0000000Z,2020-01-01T00:01:26.0000000Z,2020-01-01T00:01:25.6526370Z,2020-01-01T00:01:25.6526370Z,7159.82,7159.82,7159.82,7159.82,0.242,1
2020-01-01T00:01:26.0000000Z,2020-01-01T00:01:27.0000000Z,2020-01-01T00:01:26.0988440Z,2020-01-01T00:01:26.0988440Z,7159.81,7159.81,7156.71,7156.71,2,3
2020-01-01T00:01:28.0000000Z,2020-01-01T00:01:29.0000000Z,2020-01-01T00:01:28.4601390Z,2020-01-01T00:01:28.4601390Z,7156.45,7156.45,7156.45,7156.45,0.02807266,1
2020-01-01T00:01:29.0000000Z,2020-01-01T00:01:30.0000000Z,2020-01-01T00:01:29.8285570Z,2020-01-01T00:01:29.8285570Z,7156.4,7156.4,7154.77,7154.77,2,6
2020-01-01T00:01:30.0000000Z,2020-01-01T00:01:31.0000000Z,2020-01-01T00:01:30.8181320Z,2020-01-01T00:01:30.8181320Z,7158.65,7158.65,7158.65,7158.65,0.00146061,1
2020-01-01T00:01:33.0000000Z,2020-01-01T00:01:34.0000000Z,2020-01-01T00:01:33.9270000Z,2020-01-01T00:01:33.9270000Z,7160.43,7160.43,7160.43,7160.43,0.2115376,1
2020-01-01T00:01:34.0000000Z,2020-01-01T00:01:35.0000000Z,2020-01-01T00:01:34.0860000Z,2020-01-01T00:01:34.6866090Z,7160.43,7160.43,7157.31,7157.31,0.3420998,5
2020-01-01T00:01:35.0000000Z,2020-01-01T00:01:36.0000000Z,2020-01-01T00:01:35.4863440Z,2020-01-01T00:01:35.4863440Z,7155.91,7155.91,7152.17,7152.17,2,5
2020-01-01T00:01:36.0000000Z,2020-01-01T00:01:37.0000000Z,2020-01-01T00:01:36.5270000Z,2020-01-01T00:01:36.7552250Z,7161.2,7161.2,7156.7,7156.7,0.01074245,2
2020-01-01T00:01:37.0000000Z,2020-01-01T00:01:38.0000000Z,2020-01-01T00:01:37.0646790Z,2020-01-01T00:01:37.0646790Z,7154.82,7154.82,7151.92,7151.92,0.08411113,2
2020-01-01T00:01:39.0000000Z,2020-01-01T00:01:40.0000000Z,2020-01-01T00:01:39.2020000Z,2020-01-01T00:01:39.4515110Z,7164.23,7164.23,7151.92,7151.92,0.90263583,4
2020-01-01T00:01:40.0000000Z,2020-01-01T00:01:41.0000000Z,2020-01-01T00:01:40.5390000Z,2020-01-01T00:01:40.5390000Z,7163.3,7163.3,7163.3,7163.3,1.00E-05,1
2020-01-01T00:01:41.0000000Z,2020-01-01T00:01:42.0000000Z,2020-01-01T00:01:41.4493080Z,2020-01-01T00:01:41.4493080Z,7154.97,17154.97,17154.97,17154.97,2,2
